Product Name,Product ID,Price,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Ankle boots JENNY FAIRY,WS5606-16 Pink,39,Pink,Jenny Fairy,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 39"
Over-Knee Boots JENNY FAIRY,WS2106-12 Beige,50,Beige,Jenny Fairy,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots JENNY FAIRY,WS5606-14 Black,40,Black,Jenny Fairy,5.90E+12,Block heel,New,  product not in sale  ,Fall/Winter,"38 , 39"
Footwear JENNY FAIRY,WSL19150-12 Brown,25,Brown,Jenny Fairy,5.90E+12,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38"
Ankle boots LASOCKI,WI23-DOC-P-3 Beige,50,Beige,Lasocki,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 38"
Trainers LASOCKI,WI23-VESA-03 Cobalt Blue,45,Navy Blue,Lasocki,5.90E+12,Flat,New,  product not in sale  ,All year round,"36 , 38 , 39 , 40 , 41"
Ankle boots LASOCKI,WI16-ZOLA-01 Black,60,Black,Lasocki,5.90E+12,Flat,Eco friendly,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 40 , 41 , 42"
Boots LASOCKI,WI16-ALBA3-01 Maroon,50,Dark Red,Lasocki,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 39 , 41"
Hiking Boots DEEZEE,WS5657-01 Blue,45,Blue,DeeZee,5.90E+12,Platform Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 40"
Hiking Boots DEEZEE,WS5195-02 Beige,35,Beige,DeeZee,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots DEEZEE,WS5207-09 Silver,40,Silver,DeeZee,5.90E+12,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots DEEZEE,WS19289-02 Black,40,Black,DeeZee,5.90E+12,Block heel,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GINO ROSSI,V802-101 Beige,90,Beige,Gino Rossi,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots GINO ROSSI,RST-GALLIE-02 Black,85,Black,Gino Rossi,5.90E+12,Block heel Platform,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Boots GINO ROSSI,I020-30124DUL Brown,85,Brown,Gino Rossi,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots RIEKER,Z7181-00 Schwarz,85,Black,Rieker,207389786,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Ankle boots RIEKER,58392-35 Rot,60,"Black, 
            Dark Red",Rieker,207387775,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots RIEKER,53774-35 Rot,70,Dark Red,Rieker,207387713,Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Boots RIEKER,Y3420-60 Beige 1,75,Beige,Rieker,201571538,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers NEW BALANCE,GC574ME2 Grey,64,Grey,New Balance,208429122,Flat,-59%,Ä 26.00,All year round,"35.5 , 36"
Trainers NEW BALANCE,WL373FT2 Black,71,Black,New Balance,208430791,not defined,-44%,Ä 40.00,All year round,"36 , 36.5 , 37 , 37.5 , 38 , 39 , 40 , 40.5"
Sneakers NEW BALANCE,WL574EN Navy Blue,84,Navy Blue,New Balance,200631073,Flat,New,  product not in sale  ,All year round,"36 , 36.5 , 37 , 37.5 , 38 , 39 , 40 , 40.5 , 41"
Sneakers NEW BALANCE,WL565SLL Purple,89,Purple,New Balance,199868931,Flat,-52%,Ä 43.00,All year round,"36 , 36.5 , 37 , 37.5 , 38"
Ankle boots SERGIO BARDI,SB-70-12-001322 190,107,Green,Sergio Bardi,208980395,Block heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Chelsea boots SERGIO BARDI,SB-83-12-001354 602,93,Beige,Sergio Bardi,209157703,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots SERGIO BARDI,SB-50-10-000792 101,76,Black,Sergio Bardi,207761742,Flat,-25%,Ä 57.00,Fall/Winter,"36 , 37 , 40"
Ankle boots SERGIO BARDI,SB-63-10-000726 603,76,Brown,Sergio Bardi,207226807,Platform Wedge heel,-25%,Ä 57.00,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Trainers CLARA BARSON,WS5102-02 Beige,40,Beige,Clara Barson,5.90E+12,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots CLARA BARSON,WS2702-09 Black,35,Black,Clara Barson,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots CLARA BARSON,WYL1877-5 Bluemarin,30,Navy Blue,Clara Barson,5.90E+12,Wedge heel,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Footwear BIG STAR,II274121 Beige,33,"Beige, 
            Gold",Big Star,208723343,Flat,New,  product not in sale  ,Fall/Winter,"37 , 39 , 40"
Ankle boots CLARA BARSON,WS5200-10 Brown,35,Brown,Clara Barson,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Footwear BIG STAR,II274441 Camel/Camel,33,Brown,Big Star,208724289,not defined,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39"
Footwear BIG STAR,II274118 Grey,33,Silver,Big Star,208714983,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Sneakers BIG STAR,GG274537 Black,31,Black,Big Star,207838086,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Shoes BIG STAR,EE274417 Grey,31,Grey,Big Star,201524053,Flat,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GO SOFT,WI23-REBECA-06 Red,50,Red,Go Soft,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Shoes GO SOFT,WI16-SAMSON-01 Maroon,40,Dark Red,Go Soft,5.90E+12,not defined,0%,  product not in sale  ,All year round,"36 , 37 , 38"
Ankle boots GO SOFT,WI16-SAMSON-02 Black,50,Black,Go Soft,5.90E+12,not defined,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Trainers GO SOFT,WI23-REBECA-05 Cobalt Blue,40,Navy Blue,Go Soft,5.90E+12,Flat,0%,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear adidas,Ownthegame 2.0 K H01556 Cloud White/Core Black/True Orange,47,White,"adidas, 
            adidas Performance",208111249,Flat,0%,  product not in sale  ,All year round,"35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Runfalcon 2.0 K FY9494 Cblack/Cblack/Gresix,40,Black,"adidas, 
            adidas Performance",207778627,Flat,New,  product not in sale  ,All year round,"33 , 33.5 , 34 , 35 , 35.5 , 36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40"
Footwear adidas,Falcon W FV1104 Talc/Hazcor/Grntnt,100,Grey,"adidas, 
            adidas Originals",206744876,Flat,-50%,Ä 50.00,not found,"39 1/3 , 40 , 40 2/3 , 41 1/3 , 42"
Slides adidas,adilette Aqua F35542 Dkblue/Ftwwht/Dkblue,20,Navy Blue,"adidas, 
            adidas Performance",201281789,Flat,New,  product not in sale  ,Spring/Summer,"37 , 38 , 39 , 40.5 , 42 , 43 , 44.5 , 46 , 47"
Combat Boots DR. MARTENS,1460 Smooth 11822006 Black,189,Black,Dr. Martens,207479241,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46 , 48"
Combat Boots DR. MARTENS,Jadon 15265100 White,219,White,Dr. Martens,206509031,Flat,New,  product not in sale  ,Fall/Winter,"36 , 38 , 40 , 41 , 44 , 45"
Shoes DR. MARTENS,1461 11838600 Cheery Red/Smooth,159,Dark Red,Dr. Martens,206291653,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41 , 42 , 43 , 44 , 45 , 46"
Combat Boots DR. MARTENS,1460 10072501/11821500 Purple,189,Purple,Dr. Martens,191082021,Flat,New,  product not in sale  ,not found,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots CAPRICE,9-25512-27 Black Stretch 044,60,Black,Caprice,209086331,Flat,New,  product not in sale  ,Fall/Winter,"37.5 , 38 , 38.5 , 39 , 40 , 40.5"
Ankle boots CAPRICE,9-25461-27 White Naplak 122,90,White,Caprice,209085808,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Shoes CAPRICE,9-22151-26 Ocean Nappa 855,50,Navy Blue,Caprice,208137287,Flat,-34%,Ä 33.00,All year round,"36 , 37 , 38 , 39"
Ankle boots CAPRICE,9-25355-25 Bordeaux Croco 533,78,Dark Red,Caprice,207340497,Flat,-29%,Ä 55.00,Fall/Winter,"36 , 37 , 38"
Ankle boots SPRANDI,WP07-01462-03 Beige,40,Beige,Sprandi,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots SPRANDI,BP40-20645Z Black,35,Black,Sprandi,5.90E+12,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear SPRANDI,WP66-21825 White,35,White,Sprandi,5.90E+12,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trekker Boots SPRANDI,BP07-91327-01 Camel,35,Brown,Sprandi,5.90E+12,Flat,0%,  product not in sale  ,All year round,"35 , 36 , 37 , 38"
Slides PUMA,Popcat 20Iri Wns 372627 01 Puma Black/Puma Black,29,Silver,Puma,208917889,Flat,-45%,Ä 16.00,Spring/Summer,"35.5 , 37 , 39 , 40.5"
Footwear PUMA,St Activate 369122 01 Pyma Black/Puma White,48,Black,Puma,208896290,Flat,-50%,Ä 24.00,All year round,"37 , 38 , 39 , 44"
Footwear PUMA,Nrgy Comet Jr 190675 12 Calypso Coral/Puma White,48,Pink,Puma,208869621,not defined,-46%,Ä 26.00,All year round,"36 , 37 , 38 , 39"
Sneakers PUMA,Carina L Jr 370677 19 Puma Whit,56,White,Puma,207348646,Flat,New,  product not in sale  ,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39"
Ankle boots BADURA,T348 White,85,White,Badura,5.90E+12,Block heel,0%,  product not in sale  ,Fall/Winter,
Chelsea boots BADURA,I2126901NAB Camel,80,Brown,Badura,5.90E+12,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Hiking Boots BADURA,8014 Black,100,Black,Badura,5.90E+12,Block heel,Eco friendly,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots QUAZI,NATTALIE-01 Beige,48,Beige,QUAZI,5.90E+12,Hidden wedge Wedge heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots QUAZI,QZ-22-05-000802 601,100,Black,QUAZI,207182509,Flat,-17%,Ä 83.00,Fall/Winter,"36 , 37 , 38 , 40"
Boots QUAZI,QZ-22-03-000402 105,100,Brown,QUAZI,206231208,not defined,-48%,Ä 52.00,Fall/Winter,"36 , 37 , 38 , 40 , 41"
Hiking Boots QUAZI,QZ-22-03-000388 102,106,White,QUAZI,206231062,Flat,-40%,Ä 64.00,Fall/Winter,"36 , 37 , 40"
Ankle boots TOMMY HILFIGER,Polished Leather Lace Up Boot FW0FW06008 Gold 0LL,160,Brown,Tommy Hilfiger,208905909,Flat,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Hiking Boots TOMMY HILFIGER,Monochromatic Lace Up Boot FW0FW05946 Black BDS,180,Black,Tommy Hilfiger,208905152,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Oxfords TOMMY HILFIGER,Polished Leather Lace Up Shoe FW0FW05930 Gold 0LL,140,"Brown, 
            Gold",Tommy Hilfiger,208902342,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots TOMMY HILFIGER,Th Knitted Flat Boot FW0FW05767 Classic Beige ACI,178,Beige,Tommy Hilfiger,208567886,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38"
Trainers EVA LONGORIA,EL-18-02-0000267 636,102,Gold,Eva Longoria,207721937,Flat,-51%,Ä 50.00,All year round,"35 , 36 , 37 , 38 , 39"
Knee High Boots EVA LONGORIA,EL-11-02-0000139 203,178,Beige,Eva Longoria,207502123,not defined,New,  product not in sale  ,Fall/Winter,"39 , 40 , 41"
Over-Knee Boots EVA LONGORIA,EL-14-02-0000171 604,190,Brown,Eva Longoria,207481411,Flat,0%,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Over-Knee Boots EVA LONGORIA,EL-02-02-0000127 501,138,Black,Eva Longoria,207312159,not defined,-16%,Ä 116.00,Fall/Winter,"35 , 36 , 40"
Chelsea boots GEOX,D Iridea B D04HRB 00023 C9002 Dk Grey,107,Grey,Geox,208163118,Flat,0%,  product not in sale  ,Fall/Winter,"35 , 36 , 38 , 39 , 40 , 41"
Hiking Boots GEOX,D Iridea M D04HRM 02246 C6001 Cognac,131,Brown,Geox,206841735,Flat,-5%,Ä 125.00,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots GEOX,D Breeda A D042QA 05402 C9999 Black,83,Black,Geox,206841308,Flat,-25%,Ä 62.00,Fall/Winter,"35 , 36 , 37 , 38"
Shoes GEOX,D Arethea B D621SB 00043 C4002 Navy,114,Navy Blue,Geox,200985299,Wedge heel,-17%,Ä 95.00,All year round,"36 , 38 , 39 , 41"
Footwear Reebok,Lavante Terrain FX1357 Hargrn/Ornflr/Cblack,55,Green,Reebok,207773417,Flat,-22%,Ä 43.00,All year round,"36 , 37 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41"
Footwear Reebok,Evzn FV7931 Trgry1/insred/Vecnav,75,"Colourful, 
            White","Reebok, 
            Reebok Classic",206872791,Flat,-47%,Ä 40.00,not found,"41 , 43 , 44 , 44.5 , 45.5 , 47"
Shoes Reebok,Princess CN2212 White,65,White,"Reebok, 
            Reebok Classic",200100401,Flat,-31%,Ä 45.00,not found,"37.5 , 39 , 40.5 , 41"
Shoes Reebok,Cl Lthr 49800 Black/Gum,78,Black,"Reebok, 
            Reebok Classic",197991792,Flat,-21%,Ä 62.00,not found,"35 , 36 , 36.5 , 37.5 , 38.5 , 39 , 40 , 42 , 42.5"
Slippers CROCS,Classic Slipper 203600 Charcoal/Charcoal,38,Grey,Crocs,209444001,Flat,New,  product not in sale  ,All year round,"36.5 , 37.5 , 39.5 , 41.5 , 45.5"
Flip flops CROCS,Classic II Flip 206119 White,21,White,Crocs,208426886,not defined,New,  product not in sale  ,Spring/Summer,"41.5 , 42.5 , 43.5 , 45.5 , 46.5 , 48.5"
Snow Boots CROCS,Winter Puff Boot 14614 Navy/White,64,Navy Blue,Crocs,200678191,Flat,New,  product not in sale  ,Fall/Winter,"34.5 , 36.5 , 37.5 , 38.5 , 39.5 , 41.5"
Slippers CROCS,Classic Slipper 203600 Nautical Navy/Oatmeal,38,Navy Blue,Crocs,199935145,Flat,New,  product not in sale  ,All year round,"38.5 , 43.5"
Snow Boots CROCS,Winter Puff 14614 Black/Charcoal,59,Black,Crocs,191792005,Flat,New,  product not in sale  ,Fall/Winter,"36.5 , 37.5 , 38.5 , 39.5 , 41.5"
Footwear NIKE,Manoa Ltr (Gs) BQ5372 002 Dk Smoke Grey/Black,83,"Black, 
            Grey",NIKE,209416909,Flat,New,  product not in sale  ,All year round,"36.5 , 37.5 , 38 , 38.5"
Footwear NIKE,Venture Runner CK2948 002 Light Bone/White/Light Bone,71,Grey,NIKE,208129909,Flat,0%,  product not in sale  ,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41 , 42"
Footwear NIKE,Air Max Verona CU7846 003 Black/Summit White/Anthracite,119,Black,NIKE,207985445,Flat,-26%,Ä 88.00,All year round,"38 , 38.5 , 39 , 40 , 40.5"
Slides NIKE,Kawa Slide (GS/PS) 819352 100 White/Black,30,White,NIKE,201241998,Flat,-33%,Ä 20.00,Spring/Summer,"28 , 29.5 , 31 , 32 , 33.5 , 35"
Sneakers CONVERSE,Ct Shoreline Slip 537084 White,52,White,Converse,200568324,Flat,-33%,Ä 35.00,Spring/Summer,"35 , 36 , 36.5 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 41"
Sneakers CONVERSE,All Star Hi M9621C Red,76,Red,Converse,57268699,Flat,-22%,Ä 59.00,not found,"35 , 36 , 36.5 , 37 , 38 , 41 , 41.5 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46 , 46.5"
Chelsea boots VAGABOND,Alex W 5248-301-33 Brown,140,Brown,Vagabond,209077919,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers VAGABOND,Judy 5224-001-01 White,130,White,Vagabond,209077230,Platform Wedge heel,0%,  product not in sale  ,All year round,"36 , 37 , 38 , 40 , 41"
Trainers VAGABOND,Judy 4924-001-05 Plaster,119,Beige,Vagabond,206977526,Platform Wedge heel,-34%,Ä 78.00,All year round,"40 , 41"
Ankle Boots VAGABOND,Zoe Platfo 4827-050-92 Black/Black,100,Black,Vagabond,201244463,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Sneakers CONVERSE,All Star Ox M9166C Black,71,Black,Converse,22859473101,not defined,-32%,Ä 48.00,not found,"35 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 41 , 41.5 , 42 , 42.5 , 43 , 44 , 44.5 , 45 , 46 , 46.5"
Ankle boots NESSI,21091 Be≈º,88,Beige,Nessi,209159677,Block heel,New,  product not in sale  ,Fall/Winter,"39 , 40"
Ankle boots NESSI,20750 Khaki Fl,107,Green,Nessi,209159110,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39"
Sandals NESSI,21011 Bia≈Çy 412,64,White,Nessi,208954006,Wedge heel,-22%,Ä 50.00,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Sneakers NESSI,19001 Czarny/Rio,64,Black,Nessi,206429407,Flat,New,  product not in sale  ,All year round,"36 , 38 , 39 , 40"
Ankle boots SKECHERS,Endeavor 144013/CSNT Chestnut,62,Brown,Skechers,209075205,Flat,New,  product not in sale  ,Fall/Winter,"35 , 35.5 , 36 , 37 , 38"
Sandals SKECHERS,Style Icon 111061/WHT White,43,White,Skechers,208257916,Platform Wedge heel,-35%,Ä 28.00,Spring/Summer,"35 , 36 , 37 , 38 , 39"
Trainers SKECHERS,Casual Daze 155031/NAT Natural,66,Beige,Skechers,207647442,Flat,-50%,Ä 33.00,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39.5 , 40"
Trainers SKECHERS,BOBS SPORT Mt. Goddess 117053/BLK Black,71,Black,Skechers,207646834,Flat,-27%,Ä 52.00,All year round,"35 , 36 , 36.5 , 37 , 38 , 39 , 40 , 41"
Ankle boots TAMARIS,1-25229-27 Black 001,70,Black,Tamaris,208984713,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots TAMARIS,1-25039-27 Cognac 305,80,Brown,Tamaris,208984485,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Stilettos TAMARIS,1-22421-24 Snake Pat.Comb 044,47,"Colourful, 
            White",Tamaris,208648462,Heel,-30%,Ä 33.00,All year round,"37 , 38 , 39 , 40"
Trainers TAMARIS,1-23618-26 White/Black 125,80,White,Tamaris,208348737,Flat,-49%,Ä 41.00,All year round,"36 , 37 , 38 , 39"
Sneakers TOGOSHI,TG-07-04-000191 646,116,Grey,Togoshi,206553935,Flat,-59%,Ä 47.00,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Sneakers TOGOSHI,TG-07-04-000190 618,116,"Black, 
            Colourful",Togoshi,206553904,Flat,-41%,Ä 69.00,All year round,"36 , 37 , 38 , 39 , 40"
Sneakers TOGOSHI,TG-07-04-000189 623,116,"Colourful, 
            White",Togoshi,206553874,Flat,-59%,Ä 47.00,All year round,"37 , 38 , 39 , 40 , 41"
Stilettos BALDACCINI,717000-7 Czerwony Zamsz,76,Red,Baldaccini,209262810,Heel Platform,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots BALDACCINI,1643500 Be≈º Welur,93,Beige,Baldaccini,209262223,Block heel,New,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Moccasins BALDACCINI,802000-R Amasra Bia≈Ça,59,White,Baldaccini,201012475,Flat,-20%,Ä 47.00,Spring/Summer,"35 , 38 , 39 , 40 , 41"
Boots BALDACCINI,104700-C Czarny Groch,93,Black,Baldaccini,200720722,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Slides BIRKENSTOCK,Arizona Eva 1019152 Khaki,43,Green,Birkenstock,208897488,Flat,0%,  product not in sale  ,Spring/Summer,"37 , 38 , 39 , 41"
Slides BIRKENSTOCK,Arizona Bs 0052531 Habana,88,Brown,Birkenstock,200002026,Flat,0%,  product not in sale  ,Spring/Summer,"41 , 42 , 43 , 44 , 45 , 46"
Slides BIRKENSTOCK,Arizona 0129443 White,43,White,Birkenstock,199703553,Flat,0%,  product not in sale  ,Spring/Summer,"36 , 37 , 40 , 41"
Slides BIRKENSTOCK,Madrit 0128163 Black,35,Black,Birkenstock,198627645,Flat,0%,  product not in sale  ,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots ECCO,Bella 28233359448 Limestione/Sand,183,Beige,ECCO,209119374,Flat,0%,  product not in sale  ,Fall/Winter,"37 , 39 , 41"
Trainers ECCO,Soft 7 W 43000352593 Silver Grey Metallic,131,Blue,ECCO,208070164,Flat,-20%,Ä 105.00,All year round,"35 , 36 , 37 , 38 , 39 , 41"
Trainers ECCO,Flexure Runner W 29237351052 Black/Black,131,Black,ECCO,207697591,Flat,-26%,Ä 97.00,All year round,37
Shoes ECCO,Simpil W 20861301007 White,107,White,ECCO,206911360,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41 , 42"
Chelsea boots RAGE AGE,RA-27-04-000246 104,166,Brown,Rage Age,209186031,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Over-Knee Boots RAGE AGE,RA-39-04-000284 303,202,Beige,Rage Age,209114713,Block heel,New,  product not in sale  ,Fall/Winter,"36 , 38 , 39 , 41"
Shoes RAGE AGE,RA-17-03-000148 134,143,Dark Red,Rage Age,208262811,Block heel Platform,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers RAGE AGE,RA-22-03-000156 101,143,Black,Rage Age,208245425,not defined,New,  product not in sale  ,All year round,"40 , 41 , 42 , 43 , 44"
Snow Boots HELLY HANSEN,W Annabelle Boot 11636_737 Falcon,130,Grey,Helly Hansen,208792912,Flat,New,  product not in sale  ,Fall/Winter,"36 , 37 , 37.5 , 38 , 39 1/3 , 40 , 40.5 , 41"
Trekker Boots HELLY HANSEN,W The Forester 105-16.193 Silver Cloud/Bridal Rose/White Sand,130,"Grey, 
            Pink",Helly Hansen,207350007,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 2/3 , 39 1/3 , 40 , 40.5 , 41"
Snow Boots HELLY HANSEN,Isola Court 11486_990 Black/Off White,140,Black,Helly Hansen,206312570,Flat,New,  product not in sale  ,Fall/Winter,"40.5 , 41 , 44 , 46"
Trekker Boots HELLY HANSEN,Tsuga 115-24.724 New Wheat/Espresso/Light Gum,120,Brown,Helly Hansen,206312778,Flat,New,  product not in sale  ,All year round,"36 , 37 , 37.5 , 38 , 38 2/3 , 39 1/3 , 40 , 40.5 , 41"
Ankle boots GUESS,FL8HIS SUE12 GREY,155,Brown,Guess,209328059,Flat,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39"
Ankle boots GUESS,Cabra2 FL7CBR ELE10 BLACK,190,Black,Guess,208522755,Block heel,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Shoes GUESS,Maive FL7MVE LEA08 RED,150,Red,Guess,208511346,Block heel,-3%,Ä 145.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,Hansin FL5HNS FAL12 OFFWH,131,White,Guess,207894259,Platform,-46%,Ä 71.00,All year round,"39 , 40"
Ankle boots EVA MINGE,EM-08-10-001363 718,135,"Black, 
            Colourful",Eva Minge,209074611,not defined,New,  product not in sale  ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Slides EVA MINGE,EM-44-09-001100 112,88,Pink,Eva Minge,208271868,Flat,0%,  product not in sale  ,Spring/Summer,"35 , 36 , 37 , 38 , 39 , 40"
Shoes EVA MINGE,EM-23-08-001023 601,112,Black,Eva Minge,207570269,Flat,New,  product not in sale  ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots EVA MINGE,EM-56-08-001009 102,100,White,Eva Minge,207570900,not defined,0%,  product not in sale  ,Fall/Winter,"37 , 38 , 39 , 40"
Footwear ASICS,Gel-Rocket 9 1072A034 Guava/Midnight 701,66,"Navy Blue, 
            Orange",Asics,208629850,Flat,-11%,Ä 59.00,All year round,"36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5 , 42"
Footwear ASICS,Upcourt 4 Gs 1074A027 French Blue/Digital Grape 401,50,Navy Blue,Asics,208599733,Flat,-30%,Ä 35.00,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40"
Footwear ASICS,Trail Scourt 1012B039 Deep Sea Teal/Pirdmont Grey 401,62,Blue,Asics,208395908,Flat,New,  product not in sale  ,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 42"
Footwear ASICS,Trail Scout 1012A566 Black/Digital Grape 005,62,Black,Asics,207874015,Flat,-27%,Ä 45.00,All year round,"35.5 , 36 , 37 , 37.5 , 38 , 39 , 39.5 , 40 , 40.5 , 41.5"
Trainers BRONX,47309-AV Black/Off White 2295,185,"Black, 
            White",Bronx,208613309,Flat,New,  product not in sale  ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots BRONX,47283-A Black 1,155,Black,Bronx,208613057,Flat,0%,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots BRONX,47335-A Camel Sofft Nappa 25,195,Beige,Bronx,207985223,Platform Wedge heel,New,  product not in sale  ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
