Product Name,Product ID,   Price (in Euro)   ,Color,Brand,SKU,Sole-Type,Sale Percentage,  Sale Price  ,Season,Size
Lords LASOCKI,WI16-ZANNA-01 Cobalt Blue,Ä 44.95,Navy Blue,Lasocki,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots LASOCKI,EST-DONNA-01 Black,Ä 64.95,Black,Lasocki,5900000000000,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Trainers SPRANDI,WP40-20665Z Black,Ä 34.95,Black,Sprandi,5900000000000,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Lords LASOCKI,WI16-ZANNA-02 Maroon,Ä 44.95,Dark Red,Lasocki,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Lords LASOCKI,WI16-ZANNA-02 Cobalt Blue,Ä 44.95,Navy Blue,Lasocki,5900000000000,Flat,New, product not in sale ,All year round,"37 , 38 , 39 , 40 , 41"
Chelsea boots CLARA BARSON,WS2666-16 Black,Ä 29.95,Black,Clara Barson,5900000000000,Flat,New, product not in sale ,Fall/Winter,36
Lords LASOCKI,WI16-ZANNA-02 Black,Ä 44.95,Black,Lasocki,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GO SOFT,WS5586-01 Black,Ä 39.95,Black,Go Soft,5900000000000,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Shoes LASOCKI,EST-DONNA-07 Black,Ä 49.95,Black,Lasocki,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Ankle boots JENNY FAIRY,WS19280-02 Black,Ä 34.95,Black,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Ankle boots LASOCKI,0539-01 Turquoise,Ä 79.95,Blue,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots LASOCKI,GINGER-02 Black,Ä 69.95,Black,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Trainers JENNY FAIRY,WAG1080901A Black,Ä 34.95,Black,Jenny Fairy,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 39"
Trainers JENNY FAIRY,WAG1080901A Beige,Ä 34.95,"Beige, 
            Black",Jenny Fairy,5900000000000,Flat,New, product not in sale ,All year round,"38 , 39"
Ankle boots LASOCKI,ARC-INES2-01 Black,Ä 59.95,Black,Lasocki,5900000000000,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers SPRANDI,WP07-01549-01 Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear SPRANDI,WP07-01549-01 Cobalt Blue,Ä 34.95,Navy Blue,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots LASOCKI,5556-01 Brown,Ä 69.95,Brown,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers SPRANDI,WP07-01549-01 Pink,Ä 34.95,"Colourful, 
            Grey",Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers SPRANDI,WP07-01529-02 Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers SPRANDI,WP07-91277-01 Maroon,Ä 34.95,Dark Red,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Ankle boots CLARA BARSON,WS2702-09 Brown,Ä 34.95,Brown,Clara Barson,5900000000000,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots DEEZEE,TS5048-02 Black,Ä 39.95,Black,DeeZee,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots DEEZEE,LS5328-08 Black,Ä 39.95,Black,DeeZee,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,4632 Negro,Ä 112.00,Black,Viguera,209353792,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,4672 Cuero,Ä 124.00,Brown,Viguera,209353761,Block heel,New, product not in sale ,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Shoes VIGUERA,3685 Negro,Ä 112.00,Black,Viguera,209353747,Block heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Shoes VIGUERA,3685 Espresso,Ä 112.00,Brown,Viguera,209353723,Block heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,4633 Negro,Ä 112.00,Black,Viguera,209353709,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots VIGUERA,4633 Espresso,Ä 112.00,Brown,Viguera,209353686,Block heel,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,8197 Grafito,Ä 128.00,Grey,Viguera,209353495,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,4676 Negro,Ä 128.00,Black,Viguera,209353679,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,8156 Tabac,Ä 150.00,Brown,Viguera,209353471,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,8156 Negro,Ä 150.00,Black,Viguera,209353488,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots VIGUERA,8259 Negro,Ä 178.00,Black,Viguera,209353655,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots VIGUERA,8246 Beige,Ä 128.00,Beige,Viguera,209353631,Flat,New, product not in sale ,Fall/Winter,"37 , 39 , 40"
Knee High Boots VIGUERA,8116 Negro,Ä 159.00,Black,Viguera,209353464,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots VIGUERA,8246 Negro,Ä 128.00,Black,Viguera,209353617,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Chelsea boots VIGUERA,8245 Negro,Ä 138.00,Black,Viguera,209353587,Flat,New, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,8245 Coco,Ä 138.00,Brown,Viguera,209353556,Flat,New, product not in sale ,Fall/Winter,"36 , 38 , 39 , 40"
Chelsea boots VIGUERA,8245 Tan,Ä 138.00,Brown,Viguera,209353532,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 40 , 41"
Ankle boots VIGUERA,8100 Negro,Ä 178.00,Black,Viguera,209353365,Block heel,New, product not in sale ,Fall/Winter,"38 , 39 , 40"
Chelsea boots VIGUERA,8197 Tan,Ä 128.00,Brown,Viguera,209353518,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,8065 Tabac,Ä 171.00,Brown,Viguera,209353334,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots VIGUERA,8053 Negro,Ä 138.00,Black,Viguera,209353303,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots VIGUERA,8008 Negro 1,Ä 171.00,Black,Viguera,209353174,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,Elena 8045 Cuero,Ä 138.00,Brown,Viguera,209353235,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots VIGUERA,Seprent 8003 Negro,Ä 138.00,Black,Viguera,209353150,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Chelsea boots VIGUERA,8045 Negro,Ä 138.00,Black,Viguera,209353259,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots JENNY FAIRY,TS5048-01 Black,Ä 39.95,Black,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots JENNY FAIRY,TS5048-01 Maroon,Ä 39.95,Dark Red,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots JENNY FAIRY,TS5048-01 Beige,Ä 39.95,Beige,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots DEEZEE,WS5605-05 Black,Ä 44.95,Black,DeeZee,5900000000000,Block heel,New, product not in sale ,Spring/Summer,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots JENNY FAIRY,LS5589-01 Black,Ä 34.95,Black,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Footwear SPRANDI,WP40-200401Z Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Ankle boots DEEZEE,WS5609-06 Beige,Ä 44.95,Beige,DeeZee,5900000000000,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Trainers SPRANDI,WP40-20338Y Purple,Ä 34.95,Pink,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear JENNY FAIRY,WSL19150-08 Black,Ä 24.95,Black,Jenny Fairy,5900000000000,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers SPRANDI,WP40-20338Y White,Ä 34.95,White,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Hiking Boots CARINII,B7539 E50-000-000-E73,Ä 138.00,Black,Carinii,209312393,Flat,New, product not in sale ,Fall/Winter,"39 , 40"
Hiking Boots CARINII,B7534 E50-000-000-E23,Ä 150.00,Black,Carinii,209312379,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots CARINII,B7528 E50-000-000-E70,Ä 143.00,Black,Carinii,209312355,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots CARINII,B7526 E50-000-000-E36,Ä 143.00,Black,Carinii,209312331,Block heel Platform,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Ankle boots CARINII,B7521 E50-000-000-000,Ä 138.00,Black,Carinii,209312324,Block heel Platform,New, product not in sale ,Fall/Winter,"36 , 38 , 39"
Ankle boots CARINII,B7518 037-000-000-000,Ä 138.00,Black,Carinii,209312317,Block heel,New, product not in sale ,Fall/Winter,"36 , 39"
Ankle boots CARINII,B7516 P07-O60-000-E33,Ä 152.00,Beige,Carinii,209312294,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots CARINII,B7513 070-000-000-E33,Ä 152.00,Black,Carinii,209312287,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots CARINII,B7511 J23-D54-000-E69,Ä 155.00,Black,Carinii,209312270,Flat,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Knee High Boots GUESS,FL8RND LEA10 BLACK,Ä 202.00,Black,Guess,209339901,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Knee High Boots GUESS,FL8RND FAL10 BROCR,Ä 202.00,Black,Guess,209339895,Flat,-25%,Ä 152.00,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots GUESS,FL82KL FAL10 BROCR,Ä 195.00,Brown,Guess,209340020,Block heel,-24%,Ä 148.00,Fall/Winter,"35 , 37 , 38"
Ankle boots GUESS,FL82KL ELE10 DBROW,Ä 195.00,Brown,Guess,209340013,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Chelsea boots GUESS,FL8TFT LEA10 BLKBR,Ä 145.00,Black,Guess,209339970,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8NEL FAL12 BROWN,Ä 138.00,Brown,Guess,209339697,Platform Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots GUESS,FL8KAI LEA10 BLACK,Ä 195.00,Black,Guess,209339598,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HR2 ELE12 WHBLK,Ä 138.00,White,Guess,209339543,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8JOL ELE12 BLACK,Ä 150.00,Black,Guess,209332544,Flat,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8EME ELE12 BLKBR,Ä 138.00,Black,Guess,209331813,Wedge heel,New, product not in sale ,All year round,"36 , 37 , 40"
Trainers GUESS,FL8DRI LEL12 MIDN,Ä 126.00,Black,Guess,209331578,Flat,-24%,Ä 96.00,All year round,"37 , 38 , 39 , 40"
Trainers GUESS,FL8DRI ESU12 ASH,Ä 126.00,"Grey, 
            Purple",Guess,209330410,Flat,-24%,Ä 96.00,All year round,"36 , 37 , 39"
Trainers GUESS,FL8DRI ELE12 BLKGR,Ä 126.00,"Black, 
            Colourful",Guess,209330380,Flat,New, product not in sale ,All year round,"36 , 37 , 39 , 40"
Ankle boots GUESS,FL8DNN LEA10 BLACK,Ä 207.00,Black,Guess,209330281,Heel,New, product not in sale ,Fall/Winter,"35 , 37 , 38 , 40"
Trainers GUESS,FL8DEN FAL12 BEIBR,Ä 131.00,Colourful,Guess,209330144,Hidden wedge Wedge heel,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8DEN ESU12 ASH,Ä 131.00,Grey,Guess,209330113,not defined,New, product not in sale ,All year round,38
Trainers GUESS,FL8BEE FAL12 BURGU,Ä 131.00,Dark Red,Guess,209329865,not defined,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots JENNY FAIRY,WS5606-14 Black,Ä 39.95,Black,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"38 , 39 , 40"
Ankle boots GUESS,FL8OND LEA10 BLACK,Ä 190.00,Black,Guess,209328813,Flat,New, product not in sale ,Fall/Winter,35
Ankle boots GUESS,FL8OCI LEA10 Black,Ä 165.00,Black,Guess,209328783,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots GUESS,FL8KLN FAL10 BROCR,Ä 180.00,Black,Guess,209328714,Block heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8RSS ELE12 BLKBR,Ä 125.00,Black,Guess,209329025,not defined,-10%,Ä 112.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HY4 SUE12 GREY,Ä 143.00,Brown,Guess,209328615,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8BNI SMA12 Black,Ä 150.00,Black,Guess,209328493,Flat,-25%,Ä 113.00,All year round,37
Trainers GUESS,FL8ARY SMA12 BLACK,Ä 155.00,Black,Guess,209328400,Hidden wedge Wedge heel,-15%,Ä 131.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HAY FAL12 BLACK,Ä 138.00,Black,Guess,209327908,Platform Wedge heel,-16%,Ä 116.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HR2 FAM12 MIDN,Ä 138.00,Black,Guess,209328134,not defined,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HRL LEA12 WHIPI,Ä 138.00,White,Guess,209328097,not defined,-16%,Ä 116.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL8HAY ELE12 WHIBR,Ä 138.00,White,Guess,209327861,Flat,-16%,Ä 116.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,Dense FL7DEN FAL12 BLKMU,Ä 143.00,Black,Guess,209327472,Hidden wedge,-15%,Ä 121.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots GUESS,FL8DF2 ESU10 BLACK,Ä 178.00,Black,Guess,209327434,Heel,-8%,Ä 164.00,Fall/Winter,"35 , 37"
Trainers GUESS,FL8FEV SMA12 BLACK,Ä 131.00,Black,Guess,209327663,Flat,-15%,Ä 112.00,All year round,"36 , 38"
Trainers GUESS,FL8BEE SMA12 BLACK,Ä 131.00,Black,Guess,209327205,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Stilettos GUESS,FL8D12 PEL08 BLACK,Ä 140.00,Black,Guess,209327502,Heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers GUESS,FL7DEN PEL12 WHITE,Ä 135.00,"Colourful, 
            White",Guess,209327533,Wedge heel,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Trainers MARCIANO GUESS,1BGZG2 1513Z FROSTED WHITE,Ä 155.00,White,Marciano Guess,209326352,Flat,New, product not in sale ,All year round,"35 , 36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GUESS,FL8ODY FAL10 BROCR,Ä 202.00,Black,Guess,209325775,Block heel,-20%,Ä 162.00,Fall/Winter,35
Hiking Boots GUESS,FL8ODS ELE10 BLACK,Ä 185.00,Black,Guess,209325768,Flat,-22%,Ä 145.00,Fall/Winter,35
Trainers GUESS,FL8BEE ELE12 WHITE,Ä 131.00,White,Guess,209322156,not defined,-20%,Ä 105.00,All year round,"35 , 36 , 37 , 38 , 39 , 40"
Footwear adidas,Supernova + W FY2860 Ftwwht/Solred/Cblack,Ä 119.00,White,"adidas, 
            adidas Performance",209350852,Flat,New, product not in sale ,All year round,"36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3"
Footwear HOKA ONE ONE,Rincon 3 1119396 Spcn,Ä 120.00,Pink,Hoka One One,209349412,Flat,New, product not in sale ,All year round,"36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3 , 42"
Footwear HOKA ONE ONE,Rincon 3 1119396 Ppat,Ä 120.00,Pink,Hoka One One,209349405,Flat,New, product not in sale ,All year round,"36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 41 1/3"
Footwear HOKA ONE ONE,W Clifton 8 1119394 Cspy,Ä 140.00,Orange,Hoka One One,209349399,Flat,-4%,Ä 135.00,All year round,"36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3 , 42"
Footwear HOKA ONE ONE,W Clifton 8 1119394 Aebl,Ä 140.00,Blue,Hoka One One,209349078,Flat,New, product not in sale ,All year round,"36 , 36 2/3 , 37 1/3 , 38 , 38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3 , 42"
Hiking Boots JENNY FAIRY,WS5207-16 Black,Ä 39.95,Black,Jenny Fairy,5900000000000,Flat,New, product not in sale ,Fall/Winter,38
Ankle boots JENNY FAIRY,WS5606-14 Khaki,Ä 39.95,Green,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,37
Ankle boots LASOCKI,2054-02 Brown,Ä 79.95,Brown,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots LASOCKI,0539-01 Burgundy,Ä 79.95,Dark Red,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots LASOCKI,0539-06 Brown,Ä 74.95,Brown,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Ankle boots LASOCKI,TROPEA-02 Navy,Ä 74.95,Navy Blue,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Trainers SPRANDI,WP07-7094-06 Camel,Ä 34.95,Brown,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots LASOCKI,0539-05 Black,Ä 79.95,Black,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots LASOCKI,7546-02 Black,Ä 79.95,Black,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Footwear SPRANDI,BP40-9654Z Black 1,Ä 29.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"37 , 38 , 39 , 40"
Ankle boots LASOCKI,5556-01 Maroon,Ä 69.95,Dark Red,Lasocki,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"35 , 36 , 37 , 38 , 39 , 40"
Trainers SPRANDI,WP07-01452-01 Pink,Ä 34.95,Pink,Sprandi,5900000000000,not defined,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Trainers SPRANDI,WP07-01452-01 Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39"
Trainers SPRANDI,WP07-91277-01 White,Ä 34.95,White,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Trainers SPRANDI,WP07-01513-01 White,Ä 34.95,White,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 40 , 41"
Footwear SPRANDI,WP07-01513-01 Black,Ä 34.95,Black,Sprandi,5900000000000,Flat,New, product not in sale ,All year round,"36 , 37 , 38 , 39 , 41"
Footwear UNDER ARMOUR,Ua W Mojo 2 024131002-002 Blk/Blk,Ä 59.00,Black,Under Armour,209345032,not defined,New, product not in sale ,All year round,"36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5 , 41"
Footwear UNDER ARMOUR,Ua W Hovr Phantom 2 Inknt 3024155-003 Blk/Gry,Ä 155.00,Black,Under Armour,209345018,not defined,New, product not in sale ,All year round,"36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40 , 40.5"
Footwear UNDER ARMOUR,Ua Gs Surge 2 3022870-108 Gry/Wht,Ä 50.00,Navy Blue,Under Armour,209344592,Flat,New, product not in sale ,All year round,"35.5 , 36.5"
Footwear UNDER ARMOUR,Ua Gs Surge 2 Blk/Wht,Ä 50.00,Black,Under Armour,209344585,not defined,New, product not in sale ,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 40"
Footwear UNDER ARMOUR,GS Lockdown 5 3023533-102 Wht/Blk,Ä 59.00,"Black, 
            White",Under Armour,209344561,not defined,New, product not in sale ,All year round,"36 , 37.5 , 38 , 38.5 , 39 , 40"
Footwear UNDER ARMOUR,Ua Gs Lockdown 5 3023533003-003 Blk/Wht,Ä 59.00,Black,Under Armour,209344554,Flat,New, product not in sale ,All year round,38.5
Footwear UNDER ARMOUR,Ua Gs Jet '21 3024794-100 Wht/Wht,Ä 64.00,White,Under Armour,209344530,not defined,New, product not in sale ,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40"
Footwear UNDER ARMOUR,Ua Gs Assert 8 3022697-001 Blk,Ä 57.00,Black,Under Armour,209344516,Flat,New, product not in sale ,All year round,"35.5 , 37.5 , 38.5"
Footwear UNDER ARMOUR,Ua Ggs Charged Bandit 7 3024350001-001 Blk/Wht,Ä 69.00,Black,Under Armour,209344493,not defined,New, product not in sale ,All year round,"38.5 , 39 , 40"
Footwear UNDER ARMOUR,Ua Gs Pursuit Bp 3022092001-001 Blk/Wht,Ä 57.00,Black,Under Armour,209344295,Flat,New, product not in sale ,All year round,"35.5 , 36 , 36.5 , 37.5 , 38 , 38.5 , 39 , 40"
Hiking Boots DEEZEE,WS5195-02 Black 1,Ä 34.95,Black,DeeZee,5900000000000,not defined,New, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots JENNY FAIRY,WS5606-14 Beige,Ä 39.95,Beige,Jenny Fairy,5900000000000,Block heel,New, product not in sale ,Fall/Winter,"37 , 38 , 39"
Footwear SALOMON,Sense Flow 2 W 414301 24 W0 Dephinum Blue/White/Sirocco,Ä 102.00,Blue,Salomon,209341973,Flat,-21%,Ä 81.00,All year round,"38 2/3 , 39 1/3 , 40 , 40 2/3 , 41 1/3"
Over-Knee Boots DEEZEE,WYL2454-1 Gray,Ä 49.95,Grey,DeeZee,5900000000000,Block heel,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Over-Knee Boots DEEZEE,WYL2454-1 Beige,Ä 49.95,Beige,DeeZee,5900000000000,Block heel,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots JENNY FAIRY,WS5168-05 Black,Ä 39.95,Black,Jenny Fairy,5900000000000,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 41"
Over-Knee Boots DEEZEE,WYL2454-1 Black,Ä 49.95,Black,DeeZee,5900000000000,Block heel,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Knee High Boots DEEZEE,WS19271-05 Black,Ä 44.95,Black,DeeZee,5900000000000,Block heel,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40"
Ankle boots DEEZEE,WS5512-05 Black,Ä 39.95,Black,DeeZee,5900000000000,Block heel Hidden wedge,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots DEEZEE,WS5512-05 Beige,Ä 39.95,Beige,DeeZee,5900000000000,Block heel Platform,0%, product not in sale ,Fall/Winter,"37 , 38 , 39 , 40 , 41"
Shoes GO SOFT,WI16-SAMSON-01 Maroon,Ä 39.95,Dark Red,Go Soft,5900000000000,not defined,0%, product not in sale ,All year round,"36 , 37 , 38 , 39"
Ankle boots GO SOFT,WS5586-01 Beige,Ä 39.95,Brown,Go Soft,5900000000000,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 41"
Ankle boots GO SOFT,WI16-SAMSON-02 Maroon,Ä 49.95,Dark Red,Go Soft,5900000000000,not defined,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41 , 42"
Hiking Boots JENNY FAIRY,WSD1916-02 White,Ä 39.95,White,Jenny Fairy,5900000000000,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
Ankle boots GO SOFT,WS5586-03 Grey,Ä 39.95,Grey,Go Soft,5900000000000,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39"
Ankle boots DEEZEE,WS12837-26 Black,Ä 44.95,Black,DeeZee,5900000000000,Flat,0%, product not in sale ,Fall/Winter,"36 , 37 , 38 , 39 , 40 , 41"
